"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"7076","Eccentric Farmer","normal",3,2,3,2021,"['G']","When Eccentric Farmer enters the battlefield, mill three cards, then you may return a land card from your graveyard to your hand. (To mill a card, put the top card of your library into your graveyard.)",201
"7077","Harvesttide Sentry","normal",2,3,1,2021,"['G']","Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, Harvesttide Sentry can't be blocked by creatures with power 2 or less this turn.",191
"7078","Pestilent Wolf","normal",2,2,2,2021,"['G']","{2}{G}: Pestilent Wolf gains deathtouch until end of turn.",58
"7079","Saryth, the Viper's Fang","normal",4,3,4,2021,"['G']","Other tapped creatures you control have deathtouch.
Other untapped creatures you control have hexproof.
{1}, {T}: Untap another target creature or land you control.",164
"7080","Snarling Wolf","normal",1,1,1,2021,"['G']","{1}{G}: Snarling Wolf gets +2/+2 until end of turn. Activate only once each turn.",81
"7081","Bladestitched Skaab","normal",2,2,3,2021,"['B', 'U']","Other Zombies you control get +1/+0.",36
"7082","Dawnhart Wardens","normal",3,3,3,2021,"['G', 'W']","Vigilance
Coven — At the beginning of combat on your turn, if you control three or more creatures with different powers, creatures you control get +1/+0 until end of turn.",171
"7083","Fleshtaker","normal",2,2,2,2021,"['B', 'W']","Whenever you sacrifice another creature, you gain 1 life and scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
{1}, Sacrifice another creature: Fleshtaker gets +2/+2 until end of turn.",235
"7084","Florian, Voldaren Scion","normal",3,3,3,2021,"['B', 'R']","First strike
At the beginning of your postcombat main phase, look at the top X cards of your library, where X is the total amount of life your opponents lost this turn. Exile one of those cards and put the rest on the bottom of your library in a random order. You may play the exiled card this turn.",299
"7085","Grizzly Ghoul","normal",4,4,3,2021,"['B', 'G']","Trample
Grizzly Ghoul enters the battlefield with a +1/+1 counter on it for each creature that died this turn.",110
"7086","Katilda, Dawnhart Prime","normal",2,1,1,2021,"['G', 'W']","Protection from Werewolves
Human creatures you control have ""{T}: Add one mana of any of this creature's colors.""
{4}{G}{W}, {T}: Put a +1/+1 counter on each creature you control.",179
"7087","Liesa, Forgotten Archangel","normal",5,4,5,2021,"['B', 'W']","Flying, lifelink
Whenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step.
If a creature an opponent controls would die, exile it instead.",209
"7088","Rem Karolus, Stalwart Slayer","normal",3,2,3,2021,"['R', 'W']","Flying, haste
If a spell would deal damage to you or another permanent you control, prevent that damage.
If a spell would deal damage to an opponent or a permanent an opponent controls, it deals that much damage plus 1 instead.",227
"7089","Rootcoil Creeper","normal",2,2,2,2021,"['G', 'U']","{T}: Add one mana of any color.
{T}: Add two mana of any one color. Spend this mana only to cast spells from your graveyard.
{G}{U}, {T}, Exile Rootcoil Creeper: Return target card with flashback you own from exile to your hand.",228
"7090","Sigarda, Champion of Light","normal",4,4,4,2021,"['G', 'W']","Flying, trample
Humans you control get +1/+1.
Coven — Whenever Sigarda attacks, if you control three or more creatures with different powers, look at the top five cards of your library. You may reveal a Human creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",327
"7091","Slogurk, the Overslime","normal",3,3,3,2021,"['G', 'U']","Trample
Whenever a land card is put into your graveyard from anywhere, put a +1/+1 counter on Slogurk, the Overslime.
Remove three +1/+1 counters from Slogurk: Return it to its owner's hand.
When Slogurk leaves the battlefield, return up to three target land cards from your graveyard to your hand.",298
"7092","Storm Skreelix","normal",5,2,4,2021,"['R', 'U']","Flying
Instant and sorcery spells you cast cost {1} less to cast.
Whenever you cast an instant or sorcery spell, Storm Skreelix gets +2/+0 until end of turn.",157
"7093","Sunrise Cavalier","normal",3,3,3,2021,"['R', 'W']","Trample, haste
If it's neither day nor night, it becomes day as Sunrise Cavalier enters the battlefield.
Whenever day becomes night or night becomes day, put a +1/+1 counter on target creature you control.",205
"7094","Vadrik, Astral Archmage","normal",3,1,2,2021,"['R', 'U']","If it's neither day nor night, it becomes day as Vadrik, Astral Archmage enters the battlefield.
Instant and sorcery spells you cast cost {X} less to cast, where X is Vadrik's power.
Whenever day becomes night or night becomes day, put a +1/+1 counter on Vadrik.",262
"7095","Vampire Socialite","normal",2,2,2,2021,"['B', 'R']","Menace (This creature can't be blocked except by two or more creatures.)
When Vampire Socialite enters the battlefield, if an opponent lost life this turn, put a +1/+1 counter on each other Vampire you control.
As long as an opponent lost life this turn, each other Vampire you control enters the battlefield with an additional +1/+1 counter on it.",348
"7096","Crossroads Candleguide","normal",4,3,4,2021,"","When Crossroads Candleguide enters the battlefield, exile up to one target card from a graveyard.
{2}: Add one mana of any color.",129
"7097","Auspicious Ancestor","normal",4,2,3,1996,"['W']","When Auspicious Ancestor dies, you gain 3 life.
Whenever a player casts a white spell, you may pay {1}. If you do, you gain 1 life.",131
"7098","Benevolent Unicorn","normal",2,1,2,1996,"['W']","If a spell would deal damage to a permanent or player, it deals that much damage minus 1 to that permanent or player instead.",125
"7099","Civic Guildmage","normal",1,1,1,1996,"['G', 'U', 'W']","{G}, {T}: Target creature gets +0/+1 until end of turn.
{U}, {T}: Put target creature you control on top of its owner's library.",128
"7100","Ekundu Griffin","normal",4,2,2,1996,"['W']","Flying, first strike",20
"7101","Ethereal Champion","normal",5,3,4,1996,"['W']","Pay 1 life: Prevent the next 1 damage that would be dealt to Ethereal Champion this turn.",89
"7102","Femeref Healer","normal",2,1,1,1996,"['W']","{T}: Prevent the next 1 damage that would be dealt to any target this turn.",75
"7103","Femeref Knight","normal",3,2,2,1996,"['W']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{W}: Femeref Knight gains vigilance until end of turn.",176
"7104","Femeref Scouts","normal",3,1,4,1996,"['W']","",0
"7105","Iron Tusk Elephant","normal",5,3,3,1996,"['W']","Trample",7
"7106","Melesse Spirit","normal",5,3,3,1996,"['W']","Flying, protection from black",29
"7107","Mtenda Griffin","normal",4,2,2,1996,"['W']","Flying
{W}, {T}: Return Mtenda Griffin to its owner's hand and return target Griffin card from your graveyard to your hand. Activate only during your upkeep.",157
"7108","Mtenda Herder","normal",1,1,1,1996,"['W']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",121
"7109","Noble Elephant","normal",4,2,2,1996,"['W']","Trample; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",335
"7110","Pearl Dragon","normal",6,4,4,1996,"['W']","Flying
{1}{W}: Pearl Dragon gets +0/+1 until end of turn.",57
"7111","Rashida Scalebane","normal",5,3,4,1996,"['W']","{T}: Destroy target attacking or blocking Dragon. It can't be regenerated. You gain life equal to its power.",108
"7112","Sidar Jabari","normal",4,2,2,1996,"['W']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
Whenever Sidar Jabari attacks, tap target creature defending player controls.",199
"7113","Spectral Guardian","normal",4,2,3,1996,"['W']","As long as Spectral Guardian is untapped, noncreature artifacts have shroud. (They can't be the targets of spells or abilities.)",128
"7114","Sunweb","normal",4,5,6,1996,"['W']","Defender (This creature can't attack.)
Flying
Sunweb can't block creatures with power 2 or less.",96
"7115","Teremko Griffin","normal",4,2,2,1996,"['W']","Flying; banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)",334
"7116","Unyaro Griffin","normal",4,2,2,1996,"['W']","Flying
Sacrifice Unyaro Griffin: Counter target red instant or sorcery spell.",77
"7117","Vigilant Martyr","normal",1,1,1,1996,"['W']","Sacrifice Vigilant Martyr: Regenerate target creature.
{W}{W}, {T}, Sacrifice Vigilant Martyr: Counter target spell that targets an enchantment.",144
"7118","Wall of Resistance","normal",2,0,3,1996,"['W']","Defender (This creature can't attack.)
Flying
At the beginning of each end step, if Wall of Resistance was dealt damage this turn, put a +0/+1 counter on it.",157
"7119","Zhalfirin Commander","normal",3,2,2,1996,"['W']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{1}{W}{W}: Target Knight creature gets +1/+1 until end of turn.",185
"7120","Zhalfirin Knight","normal",3,2,2,1996,"['W']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{W}{W}: Zhalfirin Knight gains first strike until end of turn.",184
"7121","Zuberi, Golden Feather","normal",5,3,3,1996,"['W']","Flying
Other Griffin creatures get +1/+1.",41
"7122","Azimaet Drake","normal",3,1,3,1996,"['U']","Flying
{U}: Azimaet Drake gets +1/+0 until end of turn. Activate only once each turn.",85
"7123","Bay Falcon","normal",2,1,1,1996,"['U']","Flying, vigilance",17
"7124","Cerulean Wyvern","normal",5,3,3,1996,"['U']","Flying, protection from green",29
"7125","Coral Fighters","normal",2,1,1,1996,"['U']","Whenever Coral Fighters attacks and isn't blocked, look at the top card of defending player's library. You may put that card on the bottom of that player's library.",164
"7126","Daring Apprentice","normal",3,1,1,1996,"['U']","{T}, Sacrifice Daring Apprentice: Counter target spell.",55
"7127","Dream Fighter","normal",3,1,1,1996,"['U']","Whenever Dream Fighter blocks or becomes blocked by a creature, Dream Fighter and that creature phase out. (While they're phased out, they're treated as though they don't exist. Each one phases in before its controller untaps during their next untap step.)",256
"7128","Floodgate","normal",4,0,5,1996,"['U']","Defender (This creature can't attack.)
When Floodgate has flying, sacrifice it.
When Floodgate leaves the battlefield, it deals damage equal to half the number of Islands you control, rounded down, to each nonblue creature without flying.",238
"7129","Hakim, Loreweaver","normal",5,2,4,1996,"['U']","Flying
{U}{U}: Return target Aura card from your graveyard to the battlefield attached to Hakim, Loreweaver. Activate only during your upkeep and only if Hakim isn't enchanted.
{U}{U}, {T}: Destroy all Auras attached to Hakim.",226
"7130","Harmattan Efreet","normal",4,2,2,1996,"['U']","Flying
{1}{U}{U}: Target creature gains flying until end of turn.",65
"7131","Kukemssa Pirates","normal",4,2,2,1996,"['U']","Whenever Kukemssa Pirates attacks and isn't blocked, you may gain control of target artifact defending player controls. If you do, Kukemssa Pirates assigns no combat damage this turn.",183
"7132","Kukemssa Serpent","normal",4,4,3,1996,"['U']","Kukemssa Serpent can't attack unless defending player controls an Island.
{U}, Sacrifice an Island: Target land an opponent controls becomes an Island until end of turn.
When you control no Islands, sacrifice Kukemssa Serpent.",226
"7133","Merfolk Raiders","normal",2,2,3,1996,"['U']","Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)",237
"7134","Merfolk Seer","normal",3,2,2,1996,"['U']","When Merfolk Seer dies, you may pay {1}{U}. If you do, draw a card.",67
"7135","Mist Dragon","normal",6,4,4,1996,"['U']","{0}: Mist Dragon gains flying. (This effect lasts indefinitely.)
{0}: Mist Dragon loses flying. (This effect lasts indefinitely.)
{3}{U}{U}: Mist Dragon phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",289
"7136","Sandbar Crocodile","normal",5,6,5,1996,"['U']","Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)",145
"7137","Sea Scryer","normal",2,1,1,1996,"['U']","{T}: Add {C}.
{1}, {T}: Add {U}.",32
"7138","Shaper Guildmage","normal",1,1,1,1996,"['B', 'U', 'W']","{W}, {T}: Target creature gains first strike until end of turn.
{B}, {T}: Target creature gets +1/+0 until end of turn.",119
"7139","Suq'Ata Firewalker","normal",3,0,1,1996,"['U']","Suq'Ata Firewalker can't be the target of red spells or abilities from red sources.
{T}: Suq'Ata Firewalker deals 1 damage to any target.",137
"7140","Taniwha","normal",5,7,7,1996,"['U']","Trample
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
At the beginning of your upkeep, all lands you control phase out. (They phase in before you untap during your next untap step.)",281
"7141","Teferi's Drake","normal",3,3,2,1996,"['U']","Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)",152
"7142","Teferi's Imp","normal",3,1,1,1996,"['U']","Flying
Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
Whenever Teferi's Imp phases out, discard a card.
Whenever Teferi's Imp phases in, draw a card.",248
"7143","Vaporous Djinn","normal",4,3,4,1996,"['U']","Flying
At the beginning of your upkeep, Vaporous Djinn phases out unless you pay {U}{U}. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",213
"7144","Wave Elemental","normal",4,2,3,1996,"['U']","{U}, {T}, Sacrifice Wave Elemental: Tap up to three target creatures without flying.",84
"7145","Abyssal Hunter","normal",4,1,1,1996,"['B']","{B}, {T}: Tap target creature. Abyssal Hunter deals damage equal to Abyssal Hunter's power to that creature.",108
"7146","Barbed-Back Wurm","normal",5,4,3,1996,"['B']","{B}: Target green creature blocking Barbed-Back Wurm gets -1/-1 until end of turn.",82
"7147","Blighted Shaman","normal",2,1,1,1996,"['B']","{T}, Sacrifice a Swamp: Target creature gets +1/+1 until end of turn.
{T}, Sacrifice a creature: Target creature gets +2/+2 until end of turn.",142
"7148","Breathstealer","normal",3,2,2,1996,"['B']","{B}: Breathstealer gets +1/-1 until end of turn.",48
"7149","Cadaverous Knight","normal",3,2,2,1996,"['B']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{1}{B}{B}: Regenerate Cadaverous Knight.",162
"7150","Catacomb Dragon","normal",6,4,4,1996,"['B']","Flying
Whenever Catacomb Dragon becomes blocked by a nonartifact, non-Dragon creature, that creature gets -X/-0 until end of turn, where X is half the creature's power, rounded down.",182
"7151","Crypt Cobra","normal",4,3,3,1996,"['B']","Whenever Crypt Cobra attacks and isn't blocked, defending player gets a poison counter. (A player with ten or more poison counters loses the game.)",147
"7152","Dirtwater Wraith","normal",4,1,3,1996,"['B']","Swampwalk (This creature can't be blocked as long as defending player controls a Swamp.)
{B}: Dirtwater Wraith gets +1/+0 until end of turn.",140
"7153","Dread Specter","normal",4,2,2,1996,"['B']","Whenever Dread Specter blocks or becomes blocked by a nonblack creature, destroy that creature at end of combat.",112
"7154","Feral Shadow","normal",3,2,1,1996,"['B']","Flying",6
"7155","Fetid Horror","normal",4,1,2,1996,"['B']","{B}: Fetid Horror gets +1/+1 until end of turn.",47
"7156","Gravebane Zombie","normal",4,3,2,1996,"['B']","If Gravebane Zombie would die, put Gravebane Zombie on top of its owner's library instead.",90
"7157","Harbinger of Night","normal",4,2,3,1996,"['B']","At the beginning of your upkeep, put a -1/-1 counter on each creature.",70
"7158","Mire Shade","normal",2,1,1,1996,"['B']","{B}, Sacrifice a Swamp: Put a +1/+1 counter on Mire Shade. Activate only as a sorcery.",86
"7159","Purraj of Urborg","normal",5,2,3,1996,"['B']","Purraj of Urborg has first strike as long as it's attacking.
Whenever a player casts a black spell, you may pay {B}. If you do, put a +1/+1 counter on Purraj of Urborg.",168
"7160","Ravenous Vampire","normal",5,3,3,1996,"['B']","Flying
At the beginning of your upkeep, you may sacrifice a nonartifact creature. If you do, put a +1/+1 counter on Ravenous Vampire. If you don't, tap Ravenous Vampire.",169
"7161","Restless Dead","normal",2,1,1,1996,"['B']","{B}: Regenerate Restless Dead.",30
"7162","Sewer Rats","normal",1,1,1,1996,"['B']","{B}, Pay 1 life: Sewer Rats gets +1/+0 until end of turn. Activate no more than three times each turn.",102
"7163","Shadow Guildmage","normal",1,1,1,1996,"['B', 'R', 'U']","{U}, {T}: Put target creature you control on top of its owner's library.
{R}, {T}: Shadow Guildmage deals 1 damage to any target and 1 damage to you.",149
"7164","Shauku, Endbringer","normal",7,5,5,1996,"['B']","Flying
Shauku, Endbringer can't attack if there's another creature on the battlefield.
At the beginning of your upkeep, you lose 3 life.
{T}: Exile target creature and put a +1/+1 counter on Shauku.",198
"7165","Skulking Ghost","normal",2,2,1,1996,"['B']","Flying
When Skulking Ghost becomes the target of a spell or ability, sacrifice it.",82
"7166","Spirit of the Night","normal",9,6,5,1996,"['B']","Flying, trample, haste, protection from black
Spirit of the Night has first strike as long as it's attacking.",109
"7167","Tainted Specter","normal",4,2,2,1996,"['B']","Flying
{1}{B}{B}, {T}: Target player discards a card unless they put a card from their hand on top of their library. If that player discards a card this way, Tainted Specter deals 1 damage to each creature and each player. Activate only as a sorcery.",250
"7168","Urborg Panther","normal",3,2,2,1996,"['B']","{B}, Sacrifice Urborg Panther: Destroy target creature blocking Urborg Panther.
Sacrifice a creature named Feral Shadow, a creature named Breathstealer, and Urborg Panther: Search your library for a card named Spirit of the Night, put that card onto the battlefield, then shuffle.",280
"7169","Wall of Corpses","normal",2,0,2,1996,"['B']","Defender (This creature can't attack.)
{B}, Sacrifice Wall of Corpses: Destroy target creature Wall of Corpses is blocking.",123
"7170","Zombie Mob","normal",4,2,0,1996,"['B']","Zombie Mob enters the battlefield with a +1/+1 counter on it for each creature card in your graveyard.
When Zombie Mob enters the battlefield, exile all creature cards from your graveyard.",188
"7171","Armorer Guildmage","normal",1,1,1,1996,"['B', 'G', 'R']","{B}, {T}: Target creature gets +1/+0 until end of turn.
{G}, {T}: Target creature gets +0/+1 until end of turn.",111
"7172","Blistering Barrier","normal",3,5,2,1996,"['R']","Defender (This creature can't attack.)",38
"7173","Burning Palm Efreet","normal",4,2,2,1996,"['R']","{1}{R}{R}: Burning Palm Efreet deals 2 damage to target creature with flying and that creature loses flying until end of turn.",126
"7174","Burning Shield Askari","normal",3,2,2,1996,"['R']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{R}{R}: Burning Shield Askari gains first strike until end of turn.",189
"7175","Crimson Hellkite","normal",9,6,6,1996,"['R']","Flying
{X}, {T}: Crimson Hellkite deals X damage to target creature. Spend only red mana on X.",94
"7176","Crimson Roc","normal",5,2,2,1996,"['R']","Flying
Whenever Crimson Roc blocks a creature without flying, Crimson Roc gets +1/+0 and gains first strike until end of turn.",126
"7177","Dwarven Miner","normal",2,1,2,1996,"['R']","{2}{R}, {T}: Destroy target nonbasic land.",42
"7178","Dwarven Nomad","normal",3,1,1,1996,"['R']","{T}: Target creature with power 2 or less can't be blocked this turn.",69
"7179","Ekundu Cyclops","normal",4,3,4,1996,"['R']","If a creature you control attacks, Ekundu Cyclops also attacks if able.",71
"7180","Emberwilde Djinn","normal",4,5,4,1996,"['R']","Flying
At the beginning of each player's upkeep, that player may pay {R}{R} or 2 life. If the player does, they gain control of Emberwilde Djinn.",145
"7181","Flame Elemental","normal",4,3,2,1996,"['R']","{R}, {T}, Sacrifice Flame Elemental: It deals damage equal to its power to target creature.",91
"7182","Goblin Elite Infantry","normal",2,2,2,1996,"['R']","Whenever Goblin Elite Infantry blocks or becomes blocked, it gets -1/-1 until end of turn.",90
"7183","Goblin Soothsayer","normal",1,1,1,1996,"['R']","{R}, {T}, Sacrifice a Goblin: Red creatures get +1/+1 until end of turn.",72
"7184","Hivis of the Scale","normal",5,3,4,1996,"['R']","You may choose not to untap Hivis of the Scale during your untap step.
{T}: Gain control of target Dragon for as long as you control Hivis and Hivis remains tapped.",164
"7185","Pyric Salamander","normal",2,1,1,1996,"['R']","{R}: Pyric Salamander gets +1/+0 until end of turn. Sacrifice Pyric Salamander at the beginning of the next end step.",117
"7186","Raging Spirit","normal",4,3,3,1996,"['R']","{2}: Raging Spirit becomes colorless until end of turn.",55
"7187","Reckless Embermage","normal",4,2,2,1996,"['R']","{1}{R}: Reckless Embermage deals 1 damage to any target and 1 damage to itself.",79
"7188","Searing Spear Askari","normal",3,2,2,1996,"['R']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
{1}{R}: Searing Spear Askari gains menace until end of turn. (It can't be blocked except by two or more creatures.)",237
"7189","Subterranean Spirit","normal",5,3,3,1996,"['R']","Protection from red
{T}: Subterranean Spirit deals 1 damage to each creature without flying.",92
"7190","Talruum Minotaur","normal",4,3,3,1996,"['R']","Haste",5
"7191","Telim'Tor","normal",5,2,2,1996,"['R']","Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)
Whenever Telim'Tor attacks, all attacking creatures with flanking get +1/+1 until end of turn.",216
"7192","Viashino Warrior","normal",4,4,2,1996,"['R']","",0
"7193","Wildfire Emissary","normal",4,2,4,1996,"['R']","Protection from white
{1}{R}: Wildfire Emissary gets +1/+0 until end of turn.",77
"7194","Zirilan of the Claw","normal",5,3,4,1996,"['R']","{1}{R}{R}, {T}: Search your library for a Dragon permanent card, put that card onto the battlefield, then shuffle. That Dragon gains haste until end of turn. Exile it at the beginning of the next end step.",205
"7195","Brushwagg","normal",3,3,2,1996,"['G']","Whenever Brushwagg blocks or becomes blocked, it gets -2/+2 until end of turn.",78
"7196","Canopy Dragon","normal",6,4,4,1996,"['G']","Trample
{1}{G}: Canopy Dragon gains flying and loses trample until end of turn.",79
"7197","Crash of Rhinos","normal",8,8,4,1996,"['G']","Trample",7
"7198","Femeref Archers","normal",3,2,2,1996,"['G']","{T}: Femeref Archers deals 4 damage to target attacking creature with flying.",77
"7199","Foratog","normal",3,1,2,1996,"['G']","{G}, Sacrifice a Forest: Foratog gets +2/+2 until end of turn.",62
"7200","Giant Mantis","normal",4,2,4,1996,"['G']","Reach (This creature can block creatures with flying.)",54
"7201","Gibbering Hyenas","normal",3,3,2,1996,"['G']","Gibbering Hyenas can't block black creatures.",45
"7202","Granger Guildmage","normal",1,1,1,1996,"['G', 'R', 'W']","{R}, {T}: Granger Guildmage deals 1 damage to any target and 1 damage to you.
{W}, {T}: Target creature gains first strike until end of turn.",141
"7203","Jolrael's Centaur","normal",3,2,2,1996,"['G']","Shroud (This creature can't be the target of spells or abilities.)
Flanking (Whenever a creature without flanking blocks this creature, the blocking creature gets -1/-1 until end of turn.)",188
"7204","Jungle Patrol","normal",4,3,2,1996,"['G', 'R']","{1}{G}, {T}: Create a 0/1 green Wall creature token with defender named Wood.
Sacrifice a token named Wood: Add {R}.",116
"7205","Jungle Wurm","normal",5,5,5,1996,"['G']","Whenever Jungle Wurm becomes blocked, it gets -1/-1 until end of turn for each creature blocking it beyond the first.",117
"7206","Karoo Meerkat","normal",2,2,1,1996,"['G']","Protection from blue",20
"7207","Locust Swarm","normal",4,1,1,1996,"['G']","Flying
{G}: Regenerate Locust Swarm.
{G}: Untap Locust Swarm. Activate only once each turn.",91
"7208","Mindbender Spores","normal",3,0,1,1996,"['G']","Defender (This creature can't attack.)
Flying
Whenever Mindbender Spores blocks a creature, put four fungus counters on that creature. The creature gains ""This creature doesn't untap during your untap step if it has a fungus counter on it"" and ""At the beginning of your upkeep, remove a fungus counter from this creature.""",322
"7209","Mtenda Lion","normal",1,2,1,1996,"['G', 'U']","Whenever Mtenda Lion attacks, defending player may pay {U}. If that player does, prevent all combat damage that would be dealt by Mtenda Lion this turn.",152
"7210","Nettletooth Djinn","normal",4,4,4,1996,"['G']","At the beginning of your upkeep, Nettletooth Djinn deals 1 damage to you.",73
"7211","Quirion Elves","normal",2,1,1,1996,"['G']","As Quirion Elves enters the battlefield, choose a color.
{T}: Add {G}.
{T}: Add one mana of the chosen color.",109
"7212","Sabertooth Cobra","normal",3,2,2,1996,"['G']","Whenever Sabertooth Cobra deals damage to a player, that player gets a poison counter. The player gets another poison counter at the beginning of their next upkeep unless they pay {2} before that step. (A player with ten or more poison counters loses the game.)",261
"7213","Stalking Tiger","normal",4,3,3,1996,"['G']","Stalking Tiger can't be blocked by more than one creature.",58
"7214","Uktabi Faerie","normal",2,1,1,1996,"['G']","Flying
{3}{G}, Sacrifice Uktabi Faerie: Destroy target artifact.",64
"7215","Unseen Walker","normal",2,1,1,1996,"['G']","Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)
{1}{G}{G}: Target creature gains forestwalk until end of turn.",153
"7216","Village Elder","normal",1,1,1,1996,"['G']","{G}, {T}, Sacrifice a Forest: Regenerate target creature.",57
"7217","Wall of Roots","normal",2,0,5,1996,"['G']","Defender
Put a -0/-1 counter on Wall of Roots: Add {G}. Activate only once each turn.",85
"7218","Wild Elephant","normal",4,3,3,1996,"['G']","Trample",7
"7219","Asmira, Holy Avenger","normal",4,2,3,1996,"['G', 'W']","Flying
At the beginning of each end step, put a +1/+1 counter on Asmira, Holy Avenger for each creature put into your graveyard from the battlefield this turn.",159
"7220","Benthic Djinn","normal",4,5,3,1996,"['B', 'U']","Islandwalk (This creature can't be blocked as long as defending player controls an Island.)
At the beginning of your upkeep, you lose 2 life.",141
"7221","Discordant Spirit","normal",4,2,2,1996,"['B', 'R']","At the beginning of each end step, if it's an opponent's turn, put a +1/+1 counter on Discordant Spirit for each 1 damage dealt to you this turn.
At the beginning of your end step, remove all +1/+1 counters from Discordant Spirit.",230
"7222","Emberwilde Caliph","normal",4,4,4,1996,"['R', 'U']","Flying, trample
Emberwilde Caliph attacks each combat if able.
Whenever Emberwilde Caliph deals damage, you lose that much life.",128
"7223","Frenetic Efreet","normal",3,2,1,1996,"['R', 'U']","Flying
{0}: Flip a coin. If you win the flip, Frenetic Efreet phases out. If you lose the flip, sacrifice Frenetic Efreet. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",247
"7224","Harbor Guardian","normal",4,3,4,1996,"['U', 'W']","Reach (This creature can block creatures with flying.)
Whenever Harbor Guardian attacks, defending player may draw a card.",122
"7225","Hazerider Drake","normal",4,2,3,1996,"['U', 'W']","Flying, protection from red",27
"7226","Jungle Troll","normal",3,2,1,1996,"['G', 'R']","{R}: Regenerate Jungle Troll.
{G}: Regenerate Jungle Troll.",59
"7227","Leering Gargoyle","normal",3,2,2,1996,"['U', 'W']","Flying
{T}: Leering Gargoyle gets -2/+2 and loses flying until end of turn.",75
"7228","Radiant Essence","normal",3,2,3,1996,"['G', 'W']","Radiant Essence gets +1/+2 as long as an opponent controls a black permanent.",77
"7229","Rock Basilisk","normal",6,4,5,1996,"['G', 'R']","Whenever Rock Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.",112
"7230","Sawback Manticore","normal",5,2,4,1996,"['G', 'R']","{4}: Sawback Manticore gains flying until end of turn.
{1}: Sawback Manticore deals 2 damage to target attacking or blocking creature. Activate only if Sawback Manticore is attacking or blocking and only once each turn.",219
"7231","Shauku's Minion","normal",3,2,2,1996,"['B', 'R']","{B}{R}, {T}: Shauku's Minion deals 2 damage to target white creature.",69
"7232","Warping Wurm","normal",4,1,1,1996,"['G', 'U']","Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)
At the beginning of your upkeep, Warping Wurm phases out unless you pay {2}{G}{U}.
Whenever Warping Wurm phases in, put a +1/+1 counter on it.",288
"7233","Windreaper Falcon","normal",3,1,1,1996,"['G', 'R']","Flying, protection from blue",28
"7234","Zebra Unicorn","normal",4,2,2,1996,"['G', 'W']","Whenever Zebra Unicorn deals damage, you gain that much life.",61
"7235","Basalt Golem","normal",5,2,4,1996,"","Basalt Golem can't be blocked by artifact creatures.
Whenever Basalt Golem becomes blocked by a creature, that creature's controller sacrifices it at end of combat. If the player does, they create a 0/2 colorless Wall artifact creature token with defender.",256
"7236","Crystal Golem","normal",4,3,3,1996,"","At the beginning of your end step, Crystal Golem phases out. (While it's phased out, it's treated as though it doesn't exist. It phases in before you untap during your next untap step.)",185
"7237","Ersatz Gnomes","normal",3,1,1,1996,"","{T}: Target spell becomes colorless.
{T}: Target permanent becomes colorless until end of turn.",95
"7238","Horrible Hordes","normal",3,2,2,1996,"","Rampage 1 (Whenever this creature becomes blocked, it gets +1/+1 until end of turn for each creature blocking it beyond the first.)",131
