,Feature,Coefficient,Importance
14528,mrd_hct_Positive|prior_tumor_Not_done,0.38120263212188815,0.38120263212188815
3305,comorbidity_score|arrhythmia_Not_done,-0.38115684776010794,0.38115684776010794
9278,vent_hist_Yes|prior_tumor_No,0.38107139511411814,0.38107139511411814
699,hla_high_res_8|race_group_White,-0.3810606483095821,0.3810606483095821
13348,cyto_score_detail_Missing_value|gvhd_proph_Cyclophosphamide____others,-0.38084350041978754,0.38084350041978754
13654,conditioning_intensity_Missing_value|gvhd_proph_Cyclophosphamide____others,-0.3807737884275638,0.3807737884275638
6268,cyto_score_Intermediate|peptic_ulcer_No,0.38062657641628306,0.38062657641628306
1111,hla_high_res_10|diabetes_Yes,-0.38055811170388987,0.38055811170388987
15318,peptic_ulcer_Not_done|sex_match_M_M,0.38050941397863725,0.38050941397863725
13476,cyto_score_detail_Poor|ethnicity_Non_resident_of_the_U_S_,-0.3804710551186413,0.3804710551186413
5774,psych_disturb_No|prim_disease_hct_CML,-0.38046961710223315,0.38046961710223315
9876,pulm_severe_Not_done|gvhd_proph_FK__MMF____others,0.38030390352216503,0.38030390352216503
8473,tbi_status_TBI____Other__unknown_dose|graft_type_Peripheral_blood,0.380182726450799,0.380182726450799
4649,dri_score_Low|gvhd_proph_Cyclophosphamide_alone,0.3800505618943093,0.3800505618943093
4570,dri_score_Low|renal_issue_No,0.3797223260295475,0.3797223260295475
4007,hla_low_res_10|in_vivo_tcd_Yes,0.37925634293301025,0.37925634293301025
12484,tce_imm_match_H_H|conditioning_intensity_TBD,-0.379203580757195,0.379203580757195
15858,gvhd_proph_Missing_value|hepatic_mild_No,-0.3789620300780592,0.3789620300780592
7245,diabetes_No|gvhd_proph_CSA___MMF____others_not_FK_,0.37847182976424953,0.37847182976424953
2018,hla_match_dqb1_low|tce_imm_match_P_B,-0.37838379912493825,0.37838379912493825
10879,prim_disease_hct_IMD|sex_match_F_M,0.3783251504922347,0.3783251504922347
9662,renal_issue_Yes|race_group_Asian,-0.37795392937003036,0.37795392937003036
2647,hla_match_b_low|tbi_status_TBI____Other___cGy__single,-0.37752096543963626,0.37752096543963626
5046,dri_score_N_A___disease_not_classifiable|prim_disease_hct_PCD,0.3773383096769142,0.3773383096769142
10243,prim_disease_hct_AML|tce_div_match_Permissive_mismatched,0.37729887829772546,0.37729887829772546
2244,year_hct|gvhd_proph_TDEPLETION_alone,-0.3772522157809297,0.3772522157809297
3867,hla_match_drb1_high|gvhd_proph_CSA_alone,0.37718587841669066,0.37718587841669066
5797,psych_disturb_No|tce_imm_match_Missing_value,-0.37707178700336463,0.37707178700336463
9691,pulm_severe_No|prim_disease_hct_HIS,-0.3770353539202256,0.3770353539202256
3652,hla_low_res_8|prim_disease_hct_SAA,0.3770218755043278,0.3770218755043278
1333,hla_match_dqb1_high|tce_imm_match_P_G,-0.3769213115508608,0.3769213115508608
5467,dri_score_TBD_cytogenetics|arrhythmia_No,-0.3767306582716099,0.3767306582716099
6063,psych_disturb_Yes|prim_disease_hct_CML,0.37663777309687724,0.37663777309687724
562,hla_high_res_8|dri_score_Intermediate___TED_AML_case__missing_cytogenetics,-0.37653762664695367,0.37653762664695367
16377,tce_div_match_GvH_non_permissive|pulm_moderate_No,0.3764837722726711,0.3764837722726711
12311,tce_imm_match_G_G|obesity_Yes,0.3764176168762068,0.3764176168762068
7177,diabetes_No|prim_disease_hct_ALL,-0.37629345672623504,0.37629345672623504
7459,diabetes_Yes|prim_disease_hct_Other_leukemia,-0.3758715555066273,0.3758715555066273
8442,tbi_status_TBI____Other___cGy__unknown_dose|rheum_issue_Yes,-0.3757095316534268,0.3757095316534268
12680,tce_imm_match_P_B|peptic_ulcer_No,0.37564522679479795,0.37564522679479795
12149,cmv_status_posneg|gvhd_proph_CSA____others_not_FK_MMF_MTX_,-0.375431857558566,0.375431857558566
7602,tbi_status_TBI_Other_GreatercGY|tce_imm_match_H_B,0.37542499694767006,0.37542499694767006
2688,hla_match_b_low|tce_imm_match_P_B,0.37490088232324026,0.37490088232324026
11626,prim_disease_hct_SAA|tce_imm_match_G_G,-0.37476004099068916,0.37476004099068916
4566,dri_score_Low|arrhythmia_Yes,-0.37435379105989475,0.37435379105989475
2228,year_hct|gvhd_proph_CDselect_alone,-0.3739883431836637,0.3739883431836637
7501,diabetes_Yes|tce_match_HvG_non_permissive,0.37382230040492664,0.37382230040492664
4651,dri_score_Low|gvhd_proph_FK__MTX____others_not_MMF_,0.3737110894395124,0.3737110894395124
15454,gvhd_proph_CSA___MMF____others_not_FK_|sex_match_F_M,0.373558658414415,0.373558658414415
15412,gvhd_proph_CDselect_alone|sex_match_Missing_value,0.3734438029829492,0.3734438029829492
4564,dri_score_Low|arrhythmia_No,-0.37339881311829415,0.37339881311829415
13550,cyto_score_detail_TBD|conditioning_intensity_TBD,-0.37328778164635634,0.37328778164635634
12336,tce_imm_match_G_G|gvhd_proph_FK__MMF____others,0.37313387155900496,0.37313387155900496
10942,prim_disease_hct_IPA|ethnicity_Non_resident_of_the_U_S_,-0.37309120318945366,0.37309120318945366
14969,hepatic_severe_No|hepatic_mild_Not_done,0.3730590260562332,0.3730590260562332
8356,tbi_status_TBI____Other___cGy__unknown_dose|prim_disease_hct_ALL,-0.37302221000957647,0.37302221000957647
16196,sex_match_Missing_value|race_group_Black_or_African_American,-0.3729446650531999,0.3729446650531999
975,hla_high_res_6|cmv_status_negneg,-0.372908446933375,0.372908446933375
11437,prim_disease_hct_Other_leukemia|rituximab_No,-0.37276735277559425,0.37276735277559425
11179,prim_disease_hct_MPN|gvhd_proph_FK__MTX____others_not_MMF_,-0.3718907965419963,0.3718907965419963
12801,tce_imm_match_P_G|tce_div_match_GvH_non_permissive,0.371759766373882,0.371759766373882
14397,obesity_Yes|tce_match_Missing_value,-0.3716015014552718,0.3716015014552718
8612,arrhythmia_No|prim_disease_hct_IEA,0.37150050786861455,0.37150050786861455
13527,cyto_score_detail_Poor|hepatic_mild_No,-0.3714721102604479,0.3714721102604479
1235,hla_high_res_10|donor_related_Multiple_donor__non_UCB_,0.3714419312916662,0.3714419312916662
14930,tce_match_Permissive|pulm_moderate_Yes,-0.3712548628267687,0.3712548628267687
13570,cyto_score_detail_TBD|prior_tumor_Yes,0.37097089386422794,0.37097089386422794
8887,arrhythmia_Yes|cyto_score_detail_Intermediate,-0.3709686996921747,0.3709686996921747
4254,dri_score_Intermediate|tbi_status_TBI____Other__unknown_dose,-0.37067184494729394,0.37067184494729394
14689,in_vivo_tcd_Yes|tce_div_match_Permissive_mismatched,0.3706053261119992,0.3706053261119992
7181,diabetes_No|prim_disease_hct_HIS,-0.370465572939886,0.370465572939886
13028,rituximab_No|gvhd_proph_FK__MMF____others,-0.37046329487171203,0.37046329487171203
6600,cyto_score_Normal|pulm_moderate_Yes,-0.3703815314006417,0.3703815314006417
10770,prim_disease_hct_IIS|rheum_issue_No,0.36998536743853216,0.36998536743853216
14648,in_vivo_tcd_Yes|prior_tumor_No,0.36988320880586656,0.36988320880586656
3762,hla_match_drb1_high|dri_score_Very_high,0.36963218316765667,0.36963218316765667
7259,diabetes_No|gvhd_proph_TDEPLETION____other,0.36921092268731703,0.36921092268731703
11676,prim_disease_hct_SAA|gvhd_proph_Cyclophosphamide____others,0.3691723130850395,0.3691723130850395
9888,pulm_severe_Not_done|rheum_issue_Yes,0.3691409214021163,0.3691409214021163
8565,tbi_status_TBI____Other__unknown_dose|gvhd_proph_TDEPLETION_alone,0.3691204209988591,0.3691204209988591
15644,gvhd_proph_Cyclophosphamide____others|melphalan_dose_N_A__Mel_not_given,-0.369103857324905,0.369103857324905
12650,tce_imm_match_P_B|cyto_score_detail_Missing_value,-0.3688652427358472,0.3688652427358472
3081,hla_match_a_low|sex_match_Missing_value,0.3686301375663503,0.3686301375663503
16029,gvhd_proph_TDEPLETION_alone|melphalan_dose_N_A__Mel_not_given,-0.36844379575723485,0.36844379575723485
9712,pulm_severe_No|tce_imm_match_Missing_value,-0.36842135469390325,0.36842135469390325
830,hla_low_res_6|obesity_Yes,-0.3680186073245798,0.3680186073245798
13925,conditioning_intensity_RIC|in_vivo_tcd_Yes,0.3677955275806748,0.3677955275806748
12034,cmv_status_negpos|obesity_Not_done,-0.36774679632779533,0.36774679632779533
7067,cyto_score_TBD|tce_imm_match_P_B,0.3674969899725747,0.3674969899725747
12663,tce_imm_match_P_B|obesity_No,-0.36714383699759895,0.36714383699759895
15746,gvhd_proph_FK__MTX____others_not_MMF_|race_group_Black_or_African_American,0.3670089478244676,0.3670089478244676
14724,tce_match_GvH_non_permissive|gvhd_proph_Missing_value,-0.36689390787096626,0.36689390787096626
1371,hla_match_dqb1_high|peptic_ulcer_Not_done,-0.36626813885742293,0.36626813885742293
5650,dri_score_Very_high|tce_imm_match_H_H,-0.3662455604178286,0.3662455604178286
7072,cyto_score_TBD|rituximab_Yes,-0.3661886390744861,0.3661886390744861
1158,hla_high_res_10|tce_imm_match_P_B,0.3661323350823725,0.3661323350823725
6121,psych_disturb_Yes|hepatic_severe_Yes,-0.3660786009571098,0.3660786009571098
11362,prim_disease_hct_Other_acute_leukemia|tce_match_HvG_non_permissive,0.3660715709477299,0.3660715709477299
1591,hla_nmdp_6|pulm_moderate_Not_done,-0.3658818812773859,0.3658818812773859
9042,graft_type_Peripheral_blood|peptic_ulcer_Yes,0.3657085467623508,0.3657085467623508
1838,hla_match_drb1_low|prim_disease_hct_Solid_tumor,-0.36544644375573715,0.36544644375573715
15886,gvhd_proph_No_GvHD_Prophylaxis|sex_match_Missing_value,-0.36538279258499706,0.36538279258499706
12834,tce_imm_match_P_H|obesity_No,-0.3653804290537914,0.3653804290537914
5318,dri_score_N_A___pediatric|tbi_status_TBI____Other__unknown_dose,-0.36523487895028506,0.36523487895028506
13179,prod_type_PB|prior_tumor_Not_done,0.3649899514501137,0.3649899514501137
12652,tce_imm_match_P_B|cyto_score_detail_Poor,-0.36461826748147025,0.36461826748147025
4079,dri_score_High___TED_AML_case__missing_cytogenetics|psych_disturb_Not_done,-0.3645929521885083,0.3645929521885083
10647,prim_disease_hct_IEA|gvhd_proph_CSA___MMF____others_not_FK_,0.3644094828514503,0.3644094828514503
5489,dri_score_TBD_cytogenetics|prim_disease_hct_MPN,-0.3642925708644197,0.3642925708644197
3764,hla_match_drb1_high|psych_disturb_Not_done,0.3642587535242481,0.3642587535242481
15231,prior_tumor_Yes|tce_div_match_GvH_non_permissive,0.36411860448945976,0.36411860448945976
1141,hla_high_res_10|prim_disease_hct_MDS,0.36394430776752107,0.36394430776752107
13037,rituximab_No|gvhd_proph_TDEPLETION_alone,-0.3636437835759849,0.3636437835759849
10960,prim_disease_hct_IPA|prior_tumor_Yes,0.36364009316102663,0.36364009316102663
5906,psych_disturb_Not_done|arrhythmia_Not_done,0.36361809478875257,0.36361809478875257
1721,hla_match_c_low|gvhd_proph_CSA____others_not_FK_MMF_MTX_,0.36347075944215307,0.36347075944215307
2202,year_hct|conditioning_intensity_No_drugs_reported,-0.3632750202140532,0.3632750202140532
9414,renal_issue_No|gvhd_proph_Missing_value,-0.36317661007300645,0.36317661007300645
9178,vent_hist_No|gvhd_proph_Parent_Q___yes__but_no_agent,-0.3631583429455947,0.3631583429455947
14840,tce_match_Missing_value|gvhd_proph_No_GvHD_Prophylaxis,-0.3630218329404338,0.3630218329404338
10983,prim_disease_hct_IPA|rheum_issue_Yes,0.36280294223286363,0.36280294223286363
15936,gvhd_proph_Other_GVHD_Prophylaxis|melphalan_dose_N_A__Mel_not_given,-0.36270469203267897,0.36270469203267897
563,hla_high_res_8|dri_score_Low,-0.36269707871217516,0.36269707871217516
9093,vent_hist_No|renal_issue_Yes,0.36262761973098184,0.36262761973098184
7599,tbi_status_TBI_Other_GreatercGY|cmv_status_posneg,-0.36257197656414814,0.36257197656414814
13461,cyto_score_detail_Not_tested|melphalan_dose_N_A__Mel_not_given,-0.3625553134112809,0.3625553134112809
1189,hla_high_res_10|tce_match_Permissive,0.36243108168534993,0.36243108168534993
5962,psych_disturb_Not_done|ethnicity_Non_resident_of_the_U_S_,0.3624117706974352,0.3624117706974352
11176,prim_disease_hct_MPN|gvhd_proph_Cyclophosphamide____others,-0.36240224633537255,0.36240224633537255
15129,prior_tumor_No|hepatic_mild_Yes,0.36239084074616956,0.36239084074616956
9274,vent_hist_Yes|tce_match_Permissive,0.3623442207646852,0.3623442207646852
16376,tce_div_match_GvH_non_permissive|cardiac_Yes,0.3622543446510611,0.3622543446510611
9518,renal_issue_Not_done|peptic_ulcer_No,-0.3622533372826332,0.3622533372826332
11687,prim_disease_hct_SAA|gvhd_proph_TDEPLETION_alone,0.36208514059564506,0.36208514059564506
6795,cyto_score_Other|tce_imm_match_P_P,-0.36201266264346277,0.36201266264346277
9317,vent_hist_Yes|tce_div_match_HvG_non_permissive,0.3619892200274007,0.3619892200274007
15336,peptic_ulcer_Not_done|melphalan_dose_N_A__Mel_not_given,0.3618929452701459,0.3618929452701459
622,hla_high_res_8|cmv_status_negneg,-0.3618082306045993,0.3618082306045993
13848,conditioning_intensity_No_drugs_reported|obesity_No,0.3617687205373984,0.3617687205373984
14439,obesity_Yes|hepatic_mild_Yes,-0.3615516136490034,0.3615516136490034
16279,race_group_More_than_one_race|pulm_moderate_Not_done,-0.36152940819407714,0.36152940819407714
9267,vent_hist_Yes|mrd_hct_Negative,0.36152693984597506,0.36152693984597506
6790,cyto_score_Other|tce_imm_match_H_H,-0.3612910734120799,0.3612910734120799
14177,ethnicity_Non_resident_of_the_U_S_|hepatic_mild_Yes,-0.3611726164517172,0.3611726164517172
14003,conditioning_intensity_TBD|prior_tumor_No,0.3608311313243923,0.3608311313243923
2230,year_hct|gvhd_proph_CSA___MTX____others_not_MMF_FK_,-0.36082580935644104,0.36082580935644104
11075,prim_disease_hct_MDS|gvhd_proph_FK__MMF____others,-0.36079444063718424,0.36079444063718424
6324,cyto_score_Missing_value|diabetes_Not_done,-0.3607445218344145,0.3607445218344145
14698,in_vivo_tcd_Yes|pulm_moderate_No,-0.3604654603692934,0.3604654603692934
9207,vent_hist_No|cardiac_Yes,-0.3604119958722838,0.3604119958722838
9435,renal_issue_No|tce_div_match_GvH_non_permissive,0.3603379249955797,0.3603379249955797
8495,tbi_status_TBI____Other__unknown_dose|prim_disease_hct_Other_leukemia,-0.3601830749610072,0.3601830749610072
14993,hepatic_severe_Not_done|gvhd_proph_CDselect_alone,0.36008854669450807,0.36008854669450807
7096,cyto_score_TBD|tce_match_HvG_non_permissive,-0.35997491329545894,0.35997491329545894
15721,gvhd_proph_FK__MMF____others|donor_related_Unrelated,0.3599096244764768,0.3599096244764768
4508,dri_score_Intermediate___TED_AML_case__missing_cytogenetics|rheum_issue_Yes,-0.3598827899345497,0.3598827899345497
2147,year_hct|tbi_status_TBI____Other___cGy__unknown_dose,0.35963845066560574,0.35963845066560574
5323,dri_score_N_A___pediatric|vent_hist_No,0.3595498844519147,0.3595498844519147
12551,tce_imm_match_H_H|cardiac_Yes,0.359527949315863,0.359527949315863
12224,cmv_status_pospos|in_vivo_tcd_Yes,-0.35947056142868705,0.35947056142868705
15474,gvhd_proph_CSA___MMF____others_not_FK_|melphalan_dose_N_A__Mel_not_given,-0.35926775585811904,0.35926775585811904
7042,cyto_score_TBD|prim_disease_hct_AML,0.35922328097214945,0.35922328097214945
4357,dri_score_Intermediate|sex_match_Missing_value,0.35893848102029624,0.35893848102029624
13606,cyto_score_detail_TBD|tce_div_match_GvH_non_permissive,0.3589353050054054,0.3589353050054054
5376,dri_score_N_A___pediatric|ethnicity_Non_resident_of_the_U_S_,-0.3587949152452622,0.3587949152452622
13643,conditioning_intensity_Missing_value|prior_tumor_No,0.35878702505527915,0.35878702505527915
9109,vent_hist_No|prim_disease_hct_Other_acute_leukemia,0.3587860829288321,0.3587860829288321
11780,prim_disease_hct_Solid_tumor|gvhd_proph_No_GvHD_Prophylaxis,0.35873103376474197,0.35873103376474197
12675,tce_imm_match_P_B|hepatic_severe_Not_done,0.35870771813462893,0.35870771813462893
12756,tce_imm_match_P_G|tce_match_GvH_non_permissive,0.3585659491452807,0.3585659491452807
9006,graft_type_Peripheral_blood|rituximab_No,0.3579439416346404,0.3579439416346404
3394,comorbidity_score|gvhd_proph_Missing_value,0.3578039878104342,0.3578039878104342
2239,year_hct|gvhd_proph_Missing_value,-0.35776358316388623,0.35776358316388623
11478,prim_disease_hct_Other_leukemia|gvhd_proph_CSA_alone,0.3576792403735113,0.3576792403735113
11132,prim_disease_hct_MPN|tce_imm_match_P_H,-0.35760642614281757,0.35760642614281757
7045,cyto_score_TBD|prim_disease_hct_HIS,0.35747925148550064,0.35747925148550064
6069,psych_disturb_Yes|prim_disease_hct_IPA,-0.35719859906152585,0.35719859906152585
9985,pulm_severe_Yes|gvhd_proph_CSA___MTX____others_not_MMF_FK_,0.3571550926838416,0.3571550926838416
923,hla_high_res_6|dri_score_Very_high,-0.35710382604071533,0.35710382604071533
3905,hla_match_drb1_high|cardiac_Not_done,0.35693687966737814,0.35693687966737814
10500,prim_disease_hct_HIS|tce_imm_match_P_P,0.3568793442779111,0.3568793442779111
6918,cyto_score_Poor|prim_disease_hct_PCD,-0.35686082341320524,0.35686082341320524
14928,tce_match_Permissive|pulm_moderate_No,-0.3568434779829892,0.3568434779829892
15629,gvhd_proph_Cyclophosphamide____others|race_group_Black_or_African_American,0.35681570206181135,0.35681570206181135
2561,donor_age|peptic_ulcer_Not_done,-0.35667088225517246,0.35667088225517246
12986,rituximab_No|prod_type_PB,-0.3565449392574408,0.3565449392574408
15761,gvhd_proph_FK__MTX____others_not_MMF_|melphalan_dose_N_A__Mel_not_given,-0.3561341603045897,0.3561341603045897
14352,obesity_Not_done|gvhd_proph_FK__MTX____others_not_MMF_,-0.3561311034300638,0.3561311034300638
5156,dri_score_N_A___non_malignant_indication|cyto_score_Other,-0.35610440549517736,0.35610440549517736
245,ID|pulm_severe_Not_done,0.35598711643718994,0.35598711643718994
12373,tce_imm_match_G_G|pulm_moderate_No,-0.35598330029004194,0.35598330029004194
11973,cmv_status_negneg|gvhd_proph_Parent_Q___yes__but_no_agent,0.3558796597408384,0.3558796597408384
3850,hla_match_drb1_high|tce_match_GvH_non_permissive,0.3557448416082395,0.3557448416082395
12138,cmv_status_posneg|hepatic_severe_Not_done,-0.3556288034936438,0.3556288034936438
12655,tce_imm_match_P_B|conditioning_intensity_NMA,0.3555084468691954,0.3555084468691954
3277,comorbidity_score|dri_score_Missing_value,0.3555068085067704,0.3555068085067704
1052,hla_high_res_6|race_group_White,0.3553541649868167,0.3553541649868167
10165,prim_disease_hct_AML|tce_imm_match_H_H,0.35520088763601576,0.35520088763601576
13299,cyto_score_detail_Intermediate|tce_div_match_Permissive_mismatched,-0.35485922788962077,0.35485922788962077
14825,tce_match_Missing_value|peptic_ulcer_No,0.354565763796727,0.354565763796727
10612,prim_disease_hct_IEA|cyto_score_detail_Intermediate,-0.3544231623986174,0.3544231623986174
1005,hla_high_res_6|obesity_Not_done,0.3543331199041233,0.3543331199041233
11930,cmv_status_negneg|conditioning_intensity_Missing_value,-0.3537727231119787,0.3537727231119787
7237,diabetes_No|hepatic_severe_Yes,-0.35359382567704445,0.35359382567704445
15723,gvhd_proph_FK__MMF____others|melphalan_dose_N_A__Mel_not_given,-0.3534268000294638,0.3534268000294638
259,ID|prim_disease_hct_Other_acute_leukemia,-0.35337530818756746,0.35337530818756746
12015,cmv_status_negpos|tce_imm_match_P_P,0.3532922468506965,0.3532922468506965
12518,tce_imm_match_H_H|gvhd_proph_FKalone,-0.3532084975427482,0.3532084975427482
12235,cmv_status_pospos|peptic_ulcer_No,0.35318432975028347,0.35318432975028347
5812,psych_disturb_No|conditioning_intensity_N_A__F_pre_TED__not_submitted,0.3529647376927673,0.3529647376927673
8399,tbi_status_TBI____Other___cGy__unknown_dose|conditioning_intensity_TBD,-0.35294996053357885,0.35294996053357885
8909,arrhythmia_Yes|tce_match_HvG_non_permissive,0.35278688644268186,0.35278688644268186
14039,conditioning_intensity_TBD|hepatic_mild_Not_done,0.3527225910830655,0.3527225910830655
13342,cyto_score_detail_Missing_value|peptic_ulcer_Yes,0.3526855475240363,0.3526855475240363
11731,prim_disease_hct_Solid_tumor|rituximab_No,-0.3526624940145437,0.3526624940145437
6977,cyto_score_Poor|gvhd_proph_Cyclophosphamide_alone,-0.35229470592856593,0.35229470592856593
5492,dri_score_TBD_cytogenetics|prim_disease_hct_Other_leukemia,-0.3522518432872862,0.3522518432872862
15508,gvhd_proph_CSA___MTX____others_not_MMF_FK_|hepatic_mild_Not_done,0.3519360983332468,0.3519360983332468
12084,cmv_status_negpos|hepatic_mild_Yes,-0.3518303373141477,0.3518303373141477
8535,tbi_status_TBI____Other__unknown_dose|in_vivo_tcd_Yes,-0.3517779755548607,0.3517779755548607
9844,pulm_severe_Not_done|conditioning_intensity_RIC,-0.35177499356773195,0.35177499356773195
7201,diabetes_No|tce_imm_match_H_H,-0.35159298819328666,0.35159298819328666
9847,pulm_severe_Not_done|ethnicity_Non_resident_of_the_U_S_,0.3513223698303472,0.3513223698303472
12200,cmv_status_pospos|tce_imm_match_P_P,0.35129822951133294,0.35129822951133294
14819,tce_match_Missing_value|hepatic_severe_No,-0.3511445491716063,0.3511445491716063
10115,prim_disease_hct_ALL|rheum_issue_Yes,0.35106189321690506,0.35106189321690506
5397,dri_score_N_A___pediatric|peptic_ulcer_Yes,0.35089109171265226,0.35089109171265226
7586,tbi_status_TBI_Other_GreatercGY|prim_disease_hct_IMD,-0.35078462142375794,0.35078462142375794
13283,cyto_score_detail_Intermediate|rheum_issue_Yes,0.3507177741619894,0.3507177741619894
9230,vent_hist_Yes|prim_disease_hct_Other_leukemia,-0.3505811707574501,0.3505811707574501
12586,tce_imm_match_Missing_value|tce_match_Permissive,0.35052562231781603,0.35052562231781603
12704,tce_imm_match_P_B|sex_match_M_F,-0.35051881765734305,0.35051881765734305
15028,hepatic_severe_Not_done|tce_div_match_Permissive_mismatched,-0.3503267379808679,0.3503267379808679
7536,diabetes_Yes|sex_match_Missing_value,0.35015835241343624,0.35015835241343624
5777,psych_disturb_No|prim_disease_hct_IEA,-0.35014086333549077,0.35014086333549077
11170,prim_disease_hct_MPN|peptic_ulcer_Yes,0.3501385927255304,0.3501385927255304
3954,hla_low_res_10|prim_disease_hct_ALL,-0.35009421577515143,0.35009421577515143
9941,pulm_severe_Yes|tce_imm_match_Missing_value,-0.3497620583588779,0.3497620583588779
748,hla_low_res_6|psych_disturb_No,0.3494320765348835,0.3494320765348835
9621,renal_issue_Yes|mrd_hct_Negative,0.349384124684323,0.349384124684323
8457,tbi_status_TBI____Other___cGy__unknown_dose|tce_div_match_Missing_value,-0.3492772037654725,0.3492772037654725
11175,prim_disease_hct_MPN|gvhd_proph_CSA_alone,-0.34924458729926156,0.34924458729926156
4443,dri_score_Intermediate___TED_AML_case__missing_cytogenetics|cmv_status_pospos,0.3492438184710508,0.3492438184710508
14294,obesity_No|gvhd_proph_TDEPLETION____other,-0.34897426107807306,0.34897426107807306
13533,cyto_score_detail_Poor|tce_div_match_Permissive_mismatched,-0.3489065861887668,0.3489065861887668
4562,dri_score_Low|tbi_status_TBI____Other___cGy__unknown_dose,0.3488064694085222,0.3488064694085222
8406,tbi_status_TBI____Other___cGy__unknown_dose|mrd_hct_Negative,-0.3487522568245748,0.3487522568245748
10931,prim_disease_hct_IPA|cyto_score_detail_Missing_value,0.34866938486199905,0.34866938486199905
9453,renal_issue_Not_done|pulm_severe_Yes,-0.34862642498938556,0.34862642498938556
15828,gvhd_proph_FKalone|tce_div_match_Missing_value,0.3484934052488835,0.3484934052488835
13719,conditioning_intensity_NMA|prior_tumor_Yes,-0.348295895502932,0.348295895502932
13346,cyto_score_detail_Missing_value|gvhd_proph_CSA____others_not_FK_MMF_MTX_,-0.34804405339315564,0.34804405339315564
6416,cyto_score_Missing_value|gvhd_proph_CSA____others_not_FK_MMF_MTX_,-0.34804405317107595,0.34804405317107595
9788,pulm_severe_No|tce_div_match_Missing_value,0.3480220931340474,0.3480220931340474
12524,tce_imm_match_H_H|gvhd_proph_TDEPLETION_alone,0.34792464088469927,0.34792464088469927
14000,conditioning_intensity_TBD|hepatic_severe_No,0.34791332037421185,0.34791332037421185
12916,tce_imm_match_P_P|ethnicity_Non_resident_of_the_U_S_,-0.3479041901591944,0.3479041901591944
12824,tce_imm_match_P_H|cyto_score_detail_TBD,-0.3478758217265884,0.3478758217265884
7556,diabetes_Yes|cardiac_Yes,-0.3478622956043391,0.3478622956043391
6684,cyto_score_Not_tested|tce_match_Permissive,-0.3478333734316263,0.3478333734316263
11085,prim_disease_hct_MDS|rheum_issue_No,0.34781695969163273,0.34781695969163273
3999,hla_low_res_10|ethnicity_Non_resident_of_the_U_S_,-0.34778753424616415,0.34778753424616415
6618,cyto_score_Not_tested|graft_type_Peripheral_blood,-0.3475822189821024,0.3475822189821024
969,hla_high_res_6|prim_disease_hct_Other_acute_leukemia,0.3475539506810247,0.3475539506810247
6343,cyto_score_Missing_value|pulm_severe_No,0.347541761436029,0.347541761436029
3053,hla_match_a_low|prior_tumor_Not_done,-0.3475260737817494,0.3475260737817494
10736,prim_disease_hct_IIS|mrd_hct_Negative,-0.3474637726201421,0.3474637726201421
14892,tce_match_Permissive|gvhd_proph_FK__MTX____others_not_MMF_,-0.3473881346357295,0.3473881346357295
583,hla_high_res_8|diabetes_Yes,0.347366792483665,0.347366792483665
2061,hla_match_dqb1_low|gvhd_proph_CSA___MTX____others_not_MMF_FK_,-0.34732757889742233,0.34732757889742233
8859,arrhythmia_Yes|prim_disease_hct_IEA,0.34731070912368295,0.34731070912368295
1978,hla_match_dqb1_low|tbi_status_TBI____Other___cGy__unknown_dose,-0.34726230853138546,0.34726230853138546
8879,arrhythmia_Yes|tce_imm_match_Missing_value,-0.3472556737842525,0.3472556737842525
13836,conditioning_intensity_N_A__F_pre_TED__not_submitted|melphalan_dose_N_A__Mel_not_given,-0.34713157254105853,0.34713157254105853
14668,in_vivo_tcd_Yes|gvhd_proph_Parent_Q___yes__but_no_agent,-0.34706710971320953,0.34706710971320953
13568,cyto_score_detail_TBD|prior_tumor_No,0.34701685379144304,0.34701685379144304
14168,ethnicity_Non_resident_of_the_U_S_|sex_match_M_M,0.3469180838603759,0.3469180838603759
5236,dri_score_N_A___non_malignant_indication|tce_match_GvH_non_permissive,-0.34648970683988234,0.34648970683988234
10951,prim_disease_hct_IPA|tce_match_GvH_non_permissive,0.3464311860908158,0.3464311860908158
9352,renal_issue_No|prim_disease_hct_Solid_tumor,0.34638647891869945,0.34638647891869945
8630,arrhythmia_No|tce_imm_match_H_B,-0.346357791560598,0.346357791560598
5580,dri_score_TBD_cytogenetics|tce_div_match_Missing_value,0.34612648201580637,0.34612648201580637
2396,hla_match_a_high|gvhd_proph_CDselect_alone,0.3460731269268549,0.3460731269268549
2232,year_hct|gvhd_proph_CSA_alone,-0.34602406267641367,0.34602406267641367
10501,prim_disease_hct_HIS|rituximab_No,-0.3458575211140467,0.3458575211140467
10383,prim_disease_hct_HD|cmv_status_pospos,-0.34565247713985536,0.34565247713985536
7076,cyto_score_TBD|cyto_score_detail_Not_tested,-0.34505749841751987,0.34505749841751987
7028,cyto_score_TBD|tbi_status_TBI____Other__unknown_dose,-0.3449914779496836,0.3449914779496836
4138,dri_score_High___TED_AML_case__missing_cytogenetics|tce_imm_match_P_G,-0.3449777713969075,0.3449777713969075
7320,diabetes_Not_done|prim_disease_hct_IPA,-0.34484356919703885,0.34484356919703885
12998,rituximab_No|ethnicity_Missing_value,-0.3447370623309114,0.3447370623309114
14058,ethnicity_Missing_value|obesity_No,0.3447038632752002,0.3447038632752002
